id,name,ingredients,preparation,image,category_id,proportion,time_prep,time_cook,description
1210,Matelote au riesling,"[""-  3 kg de poisson écaillé, vidé et coupé en tronçons (brochet tranché, anguille et sandre). Gardez les têtes et les queues pour le fumet."", ""-  1 branche de céleri"", ""-  2 carottes"", ""-  3 échalotes"", ""-  30 cl de riesling"", ""-  75 g de beurre"", ""-  50 g de farine"", ""-  25 cl de crème fraîche épaisse"", ""-  1 bouquet garni (thym, laurier, persil)"", ""-  Sel, poivre""]","[""Mettez les morceaux de poisson dans un plat à four beurré. Coupez les échalotes, ajoutez-les. Salez, poivrez. Lavez le céleri et les carottes."", ""Fumet : faites bouillir pendant 30 min, 20 cl d'eau, le vin, les têtes et les queues de poisson, le bouquet garni, le céleri, les carottes."", ""Préchauffez le four à 180 °C (th. 5). Salez et poivrez le fumet, filtrez-le et versez-le bouillant sur le poisson. Recouvrez-le d'aluminium ménager et enfournez-le. Laissez cuire de 12 à 15 min et retirez le poisson, mettez-le dans un plat. Gardez au chaud à four doux."", ""Versez le fond de cuisson dans une casserole à travers un tamis et mettez à feu doux."", ""Mélangez le beurre à la farine et incorporez-les à la sauce tout en fouettant hors du feu. Laissez réduire 20 min, ajoutez la crème, laissez chauffer un peu. Versez la sauce sur le poisson. Servez avec des pâtes fraîches.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/974a473569d04f29b8190e0ab4393061f2afbb15.jpeg,816,6 pers.,00H40,00:40,"Le poisson est des plus savoureux et appelle les vins les plus opulents d'Alsace, des vins droits et minéraux ou des vins de corps, au caractère sec et gras."
1211,Raie sauce crème,"[""-  1 aile de raie de 800 g environ"", ""-  1 carotte"", ""-  1 oignon piqué d'un clou de girofle"", ""-  1 bouquet garni (thym frais, laurier, persil plat)"", ""-  1 gousse d'ail pelée"", ""-  20 cl de vin blanc sec"", ""-  5 gouttes de pastis"", ""-  20 cl de crème fraîche"", ""-  2 jaunes d'œufs"", ""-  1 bouquet de persil plat"", ""-  Sel, poivre du moulin, poivre en grains""]","[""Lavez et essuyez l'aile de raie, épluchez la carotte. Versez le vin et 1 litre d'eau dans l'autocuiseur. Ajoutez le pastis, la carotte, l'ail, l'oignon piqué du clou de girofle, le bouquet garni, du sel et quelques grains de poivre concassés. Plongez-y l'aile de raie, fermez l'autocuiseur. Dès la mise sous pression de la soupape, baissez le feu et laissez cuire le temps indiqué."", ""Pendant ce temps, lavez, essuyez et hachez le persil. Mettez la crème dans une petite casserole, incorporez-y le persil, un peu de sel et de poivre. Faites chauffer à feu doux jusqu'à ce que la sauce soit bien liée mais en évitant de la faire bouillir. Hors du feu, incorporez les jaunes d'oeufs l'un après l'autre. Gardez au besoin la sauce dans un bain-marie chaud retiré du feu."", ""Hors du feu, faites tomber la pression et retirez l'aile de raie. Ôtez les deux peaux de la raie et effilochez la chair. Posez la chair de raie sur un plat chaud et servez-la nappée de la sauce au persil.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/f5928f75f3ec5d3e8dafd279d0d3d4ca37b9eab9.jpeg,816,4 pers.,00H15,00:08,""
1212,Poêlée asiatique,"[""-  500 g de pommes de terre à chair ferme"", ""-  1 petite courgette"", ""-  2 carottes"", ""-  1 petit poivron rouge"", ""-  10 mini"", ""- maïs"", ""-  150 g de germes de soja"", ""-  Le jus de 1 citron vert"", ""-  1 cuil. à soupe de sauce soja"", ""-  1 cuil. à soupe de nuoc"", ""- mâm"", ""-  1 cuil. à soupe d'huile de sésame"", ""-  3 cm de racine de gingembre pelée"", ""-  2 cuil. à soupe d'huile d'olive"", ""-  4 aiguillettes de canard"", ""-  1 bouquet de coriandre""]","[""Lavez les pommes de terre et, sans les peler, plongez-les dans une casserole d'eau froide salée. Portez à ébullition et laissez cuire 10 à 15 min. Vérifiez la cuisson avec une pointe de couteau. Passez sous l'eau froide, égouttez et laissez refroidir. Pelez les pommes de terre et coupez-les en cubes."", ""Lavez et séchez la courgette puis râpez-la avec la peau (grosse grille). Pelez les carottes puis râpez-les également. Lavez le poivron, coupez-le en deux, ôtez les graines et émincez-le en fines lamelles. Lavez les mini-maïs et coupez-les en tronçons. Lavez et égouttez bien les germes de soja. Réservez tous ces légumes."", ""Préparez la sauce : dans un bol, mélangez le jus du citron vert, la sauce soja, le nuoc-mâm, l'huile de sésame et le gingembre haché. Mélangez et réservez."", ""Faites chauffer l'huile d'olive dans une grande poêle et mettez les pommes de terre à sauter. Quand elles sont dorées, ajoutez les aiguillettes de canard coupées en petits morceaux de la taille d'une bouchée. Laissez cuire 5 min à feu moyen puis ajoutez les légumes. Augmentez le feu et faites sauter les légumes 10 min en les remuant régulièrement. Versez la sauce sur la poêlée et laissez cuire encore 2 min."", ""Versez la poêlée dans un plat et servez-la saupoudrée de coriandre ciselée.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/eb343f685ff932779c27b28730bee271f1f18f65.jpeg,822,4 pers.,00H15,00:40,"Un plat qui offre une belle diversité de textures (croquant des carottes et du maïs, filandreux du soja) et de saveurs (épices)."
1213,Cassoulet,"[""-  1 kg de haricots blancs secs (cocos blancs ou haricots de Pamiers)"", ""-  4 abattis de poulet et canard (ailerons, cous, gésiers et foies)"", ""-  3 saucisses fumées à cuire"", ""-  12 à 16 saucisses de Toulouse"", ""-  2 belles couennes de porc"", ""-  1 petite boîte de concentré de tomate"", ""-  10 gousses d'ail"", ""-  30 cl de vin blanc sec"", ""-  250 g de chapelure"", ""-  2 cuil. à soupe d'huile"", ""-  Sel, poivre du moulin""]","[""Le 1er jour : lavez et égouttez les haricots, mettez-les dans un faitout et couvrez-les d'eau froide. Portez à ébullition et faites cuire 10 min. Égouttez et rincez à l'eau froide."", ""Remettez les haricots dans le faitout avec les couennes, les saucisses fumées, les gésiers, les gousses d'ail pelées, le vin, le concentré de tomate, du sel et du poivre. Couvrez d'eau bouillante de manière à ce qu'elle dépasse les haricots de quelques centimètres. Portez à ébullition et laissez cuire 2 h à petits frémissements."", ""Le 2e jour : portez de nouveau à ébullition les haricots à feu doux. Faites chauffer l'huile à feu moyen dans une poêle, ajoutez le reste des abattis et faites-les dorer 10 min dans l'huile en les retournant régulièrement, puis ajoutez-les aux haricots. Faites cuire 3 h à petits frémissements."", ""Le 3e jour : portez de nouveau à ébullition à feu doux le contenu du faitout. Faites cuire les saucisses de Toulouse à la poêle en les retournant Pour qu'elles dorent régulièrement. Ajoutez-les aussi dans le faitout et laissez cuire tout doucement pendant 2 h 30. Retirez du feu et laissez au frais jusqu'au lendemain."", ""Préchauffez le four à 150 °C (th. 5). Dans un grand plat en terre, ou dans plusieurs plats individuels, répartissez tous les éléments du cassoulet, les couennes détaillées en morceaux et le jus de Cuisson. Poudrez abondamment de chapelure."", ""Glissez le ou les plats dans le four et laissez gratiner de 1 h à 1 h 30 ; il doit se former une belle croûte dorée.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/557c108ee3a0c9b63e00e19c639229f4790a5ea1.jpeg,815,6 pers.,00H30,09:00,"Un grand plat aussi roboratif que ""gargantuesque"", tout en volume, chair et saveurs. Le vin sera rouge toujours, de préférence ample et jeune, pour que les tanins répondent aux haricots et à la viande, ou encore charnu et velouté mais toujours très structuré. Pour un accord régional, les"
913,Bûchette de Noël citron vert et mangue,"[""- POUR LE BISCUIT AU CITRON VERT : 1 citron vert • 3 œufs • 30 g de sucre • 40 g de farine\r\nPOUR LA MOUSSE À LA MANGUE : 1 mangue • 2 g d’agar agar (1 cuil. à café) • 2 œufs • 80 g de sucre • 100 g de fromage blanc • 10 cl de crème liquide entière • 1 pincée de sel  \r\nPOUR LE GLAÇAGE : 1 portion de glaçage au sucre  • 40 g de noix de coco râpée • 1 mangue • 1 quartier de citron • 1 cuil. à soupe de sucre en poudre\r\n \r\nRecette extraite du livre Gâteaux de maman d'Aurélie Desgages. Crédits photo : Aline Princet/Noémie Strouk.""]","[""Préparez le biscuit : préchauffez le four à 180 °C (th. 6). Lavez et zestez le citron vert. Réalisez ensuite le biscuit, en ajoutant le zeste et le jus de citron dans la pâte : Dans un saladier, fouettez les 3 jaunes et 1 blanc avec la moitié du sucre. Montez les 2 blancs d’œufs en neige avec le reste de sucre. Incorporez-les aux jaunes. Versez la farine en pluie. Tapissez la plaque de papier cuisson, puis versez la préparation sur 1 cm d’épaisseur. Enfournez pour 8 min. Déposez le biscuit et enroulez-le dans un torchon propre. Laissez-le refroidir avant de l’utiliser."", ""Préparez la mousse à la mangue : mixez la mangue puis mettez dans une casserole. Versez l’agar-agar en pluie, portez à ébullition puis laissez cuire 2 min tout en mélangeant. Cassez les œufs et séparez les blancs des jaunes. Dans une casserole, mélangez les jaunes d’œufs avec le sucre puis ajoutez la purée de mangue et le fromage blanc. Montez la crème liquide en chantilly puis ajoutez-la au mélange. Montez les blancs en neige bien ferme avec le sel puis incorporez-les délicatement à la préparation. Réservez au frais 2 h minimum."", ""Déroulez le biscuit et recouvrez-le délicatement de mousse à la mangue. En vous aidant du torchon, enroulez à nouveau le biscuit."", ""Préparez un glaçage au sucre et recouvrez le gâteau. Parsemez-le ensuite de noix de coco râpée. Réservez au frais."", ""Coupez la mangue en petits dés (réservez-en quelques-uns pour la décoration). Mixez. Dans une casserole, mélangez-la purée de mangue avec le jus du quartier de citron et le sucre. Portez à ébullition et laissez cuire 3 min. Laissez refroidir puis réservez au frais. Servez les petites bûchettes avec le coulis de mangue.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/10/452fc85839e3929acdee3d9f159521fbc17c51e4.jpeg,821,4 pers.,00H30,00:08,Les fruits exotiques appellent plutôt un
1214,Pizza au thon et aux anchois,"[""-  500 g de pâte à pizza"", ""-  400 g de thon à l'huile en boîte"", ""-  4 tomates fraîches"", ""-  6 fonds d'artichauts cuits"", ""-  20 cl de sauce tomate"", ""-  18 olives noires"", ""-  80 g de parmesan râpé"", ""-  Sel, poivre""]","[""Étalez la pâte à pizza sur la surface d'une plaque allant au four."", ""Coupez les fonds d'artichauts en petits cubes. Lavez les tomates et coupez-les en tranches. Émiettez le thon. Faites chauffer le four à 200 °C (th. 7)."", ""Nappez la pâte de sauce tomate. Répartissez dessus les tranches de tomate, les cubes d'artichauts, le thon et les olives, assaisonnez. Parsemez le tout de parmesan."", ""Mettez la pizza à cuire 15 min au four à 200 °C (th. 7).""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/43271a0f2b14b6b5543ce856e53f245ee3610c4a.jpeg,820,6 pers.,00H15,00:15,"Un plat croustillant à la base qui offrent diverses saveurs avec le salé du thon et de l'anchois, l'acidité de la tomate, l'amertume de l'artichaut et la douceur salée des olives. Ici, les trois couleurs sont intéressantes et l'on choisira en fonction de l'ingrédient que l'on souhaite mettre en avant : un vin blanc sec, vif, fruité et moyennement corsé sur le poisson ; un rosé sec valorisé sur la tomate et les olives noires ; un rouge velouté, généreux sur les artichauts et les olives. On optera dans tous les cas pour un vin méditerranéen."
1215,Purée de lentilles et de riz,"[""-  1 verre de lentilles (200 g)"", ""-  1/2 verre de riz rond (100 g)"", ""-  2 gros oignons"", ""-  4 cuil. à soupe d'huile d'olive"", ""-  Sel""]","[""Lavez les lentilles ainsi que le riz avant de les égoutter."", ""Mettez les lentilles dans une casserole, ajoutez 4 verres d'eau salée et faites cuire environ 35 min jusqu'à ce que les lentilles soient bien tendres. Ajoutez alors le riz et poursuivez la cuisson 20 min. Il ne doit plus rester d'eau, mais s'il en manquait en cours de suisson, ajoutez-en."", ""Pendant ce temps, épluchez les oignons et hachez-les. Faites-les revenir dans une poêle avec l'huile, p uis ajoutez-les dans la casserole. Mélangez bien et rectifiez l'assaisonnement en sel.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/5b375de6626f49462873678fc0110cf21289c623.jpeg,822,6 pers.,01H10,-,"Voici une garniture peu répandue en gastronomie, qui tapisse agréablement le palais, et qui a suffisamment de texture pour valoriser certains vins."
1216,Duo de saumon et de daurade au citron vert et à l'aneth,"[""-  300 g de saumon"", ""-  300 g de daurade"", ""-  2 citrons verts"", ""-  2 petites pommes acides"", ""-  10 branches d'aneth + quelques brinsPour la décoration:"", ""-  2 cuil. à soupe d'huile d'olive"", ""-  1/2 cuil. à café de fleur de sel de Noirmoutier"", ""-  1/2 cuil. à café de poivre noir en grains""]","[""Hachez l'aneth. Prélevez le zeste de 1 citron et émincez-le très finement. Pressez les 2 citrons. Épluchez et épépinez les pommes, puis râpez-les."", ""Coupez le saumon et la dorade en très petits dés."", ""Mélangez le jus de citron, l'huile d'olive, le sel et la moitié du poivre, l'aneth, le zeste de citron et les pommes râpées. Ajoutez le tout aux dés de poisson et mélangez bien."", ""Répartissez le tartare sur des assiettes, décorez avec le reste du poivre et des brins d'aneth. Laissez au frais pendant 2 heures avant de servir.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/66544e0192ccd9df64da70f5c27105e81fc5626c.jpeg,816,4 pers.,00H15,-,"Si le saumon joue le meilleur rôle sur ce plat, c'est le dosage en citron qui définira le choix du vin. Si le dosage en citron est assez faible, optez pour un vin blanc sec vif et fruité ("
898,Poulet au chocolat,"[""-  6 blancs de poulet"", ""-  4 cuil. à soupe de farine"", ""-  2 cuil. à soupe d'huile d'arachide"", ""-  5 piments séchés"", ""-  2 gousses d'ail"", ""-  2 oignons"", ""-  50 cl de bouillon de volaille"", ""-  2 cuil. à café de concentré de tomate"", ""-  2 cuil. à café de cannelle en poudre"", ""-  3 cuil. à soupe de cacao en poudre"", ""-  2 cuil. à café de sucre roux"", ""-  1 cuil. à soupe de crème fraîche liquide""]","[""Farinez légèrement les blancs de poulet. Ôtez l'excès de farine. Dans une poêle, faites chauffer l'huile et faites dorer à feu vif les blancs de poulet des deux côtés. Réservez."", ""Faites tremper les piments dans de l'eau bouillante pendant 30 min. Ouvrez-les alors et retirez leurs graines. Pelez et coupez en morceaux les oignons et les gousses d'ail."", ""Dans une casserole, portez à ébullition le bouillon de volaille, puis incorporez-y le concentré de tomate hors du feu."", ""Dans un mixeur, réunissez les gousses d'ail, les oignons, les piments, la cannelle, le sucre roux et la poudre de cacao. Mixez à basse vitesse, puis incorporez peu à peu le bouillon de volaille tomaté. La sauce au chocolat doit avoir la consistance d'une crème."", ""Dans une sauteuse, portez doucement à ébullition la sauce au chocolat. Ajoutez les blancs de volaille, baissez le feu et faites-les cuire à frémissement pendant 15 min."", ""Lorsqu'ils sont cuits, retirez les blancs de poulet et réservez-les au chaud. Ajoutez alors la crème fraîche et portez à nouveau doucement à ébullition. Arrêtez immédiatement la cuisson et dressez les blancs de poulet nappés de sauce au chocolat. Servez ce plat accompagné de riz blanc ou de riz à la mexicaine.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/1c4958d67050390d5ff60b0a58ddc5f04c99fd89.jpeg,815,6 pers.,00H30,00:20,Un plat original et intéressant pour lequel le cacao n'est pas le plus influent. Les piments apportent un relief variable selon le dosage. Ne pas oublier que la chair délicate du poulet ne convient pas à un accord avec les vins doux naturels généralement préconisés avec le chocolat.
919,Tartare de cabillaud au lait de coco et à la coriandre,"[""-  600 g de filets de cabillaud"", ""-  2 citrons verts"", ""-  3 petits oignons"", ""-  2 tomates"", ""-  2 cuil. à soupe de fromage blanc"", ""-  2 cuil. à café de moutarde"", ""-  20 cl de lait de coco"", ""-  1 bouquet de coriandre"", ""-  1 pincée de piment en poudre"", ""-  Sel, poivre""]","[""Pelez les oignons et émincez-les. Pressez le jus des citrons et réservez-le. Équeutez et ciselez le bouquet de coriandre. Coupez les tomates en fines rondelles."", ""Coupez les filets de poisson en très petits dés et mettez-les dans un saladier. Couvrez-les de jus de citron, ajoutez l'oignon, le piment, salez et poivrez."", ""Laissez mariner au frais 2 heures en tournant 2 à 3 fois le mélange pour bien l'imprégner de sauce."", ""Mélangez le fromage blanc au lait de coco et à la moutarde. Couvrez le poisson de ce mélange, parsemez de coriandre hachée et servez entouré de rondelles de tomates.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/73fb7d217d49bbf65dc3e4b20d99dbae838a110b.jpeg,816,4 pers.,00H20,02:00,""
1218,Cuisses de grenouilles,"[""-  24 cuisses de grenouilles"", ""-  1 jaune d'œuf"", ""-  15 cl de crème fraîche"", ""-  2 échalotes"", ""-  2 gousses d'ail"", ""-  3 cuil. à soupe de farine"", ""-  100 g de beurre"", ""-  20 cl de riesling"", ""-  2 cuil. à soupe de persil haché"", ""-  1 pincée de noix muscade"", ""-  Sel, poivre""]","[""Saupoudrez les cuisses de grenouilles de farine. Ôtez-en l'excédent et faites-les blondir dans une poêle avec la moitié du beurre. Salez, poivrez, mettez-les sur un plat et tenez-les au chaud à feu doux."", ""Pelez et hachez les échalotes et l'ail. Ajoutez le reste de beurre dans la poêle. Faites-y dorer les échalotes et l'ail 2 min tout en remuant. Ajoutez le persil ainsi que le vin blanc, puis laissez réduire le tout à feu moyen."", ""Dans un bol, délayez le jaune d'oeuf avec la crème fraîche et la noix muscade. Incorporez ce mélange dans la réduction. Remuez, laissez cuire à feu très doux jusqu'à ce que la Préparation soit épaisse. Goûtez et rectifiez l'assaisonnement."", ""Versez cette sauce onctueuse et parfumée sur les cuisses de grenouilles. Servez aussitôt.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/b4266413d289888de1aea6fdfeab156624307e5a.jpeg,816,6 pers.,00H15,00:10,"Un bon classique, ferme et fondant, relevé par l'ail et l'échalote associés à la fraîcheur du riesling. Le vin doit être nerveux avec du corps, sec, moyennement fin et pourquoi pas un peu rustique."
1219,Steak de thon aux câpres,"[""-  8 tranches de thon frais"", ""-  2 cuil. à soupe d'huile"", ""-  1/2 cuil. à café de cumin en poudre"", ""-  1/2 cuil. à café de piment fort"", ""-  4 gousses d'ail pilées"", ""-  1/2 cuil. à café de selPour la friture :"", ""-  HuilePour la sauce :"", ""-  30 g de beurre"", ""-  2 oignons"", ""-  2 cuil. à soupe de concentré de tomate"", ""-  1 bouquet de persil"", ""-  2 citrons pour la décoration"", ""-  100 g de câpres"", ""-  1/2 cuil. à café de sel"", ""-  1/2 cuil. à café de poivre""]","[""Mélangez soigneusement l'huile, le cumin, le piment, l'ail et le sel, puis enduisez-en les filets et laissez macérer 1 h."", ""Faites frire les filets de thon dans l'huile chaude, 2 à 3 min de chaque côté. Tenez-les au chaud."", ""Mettez le beurre avec les oignons émincés, le concentré de tomate, le persil haché, les câpres, le poivre et le sel dans une poêle. Faites revenir le tout, à feu doux, pendant 5 min."", ""Dressez les filets de thon bien dorés et nappés de sauce sur un plat. Disposez tout autour les quartiers de citron. Vous pouvez accompagner ce délicieux plat d'une salade cuite.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/0304cb783150331a89d2595edbf1c0e5024bca91.jpeg,816,8 pers.,00H10,00:05,"Ce poisson mi-cuit offre deux types de textures : une surface saisie-blanchie, un peu sèche et croustillante, et le coeur tendre, plus ferme et fin, accompagné par les épices."
937,Truite au vin rouge,"[""-  4 belles truites de 250 g ou 8 truites plus petites"", ""-  3 carottes moyennes"", ""-  4 tomates fraîches moyennes"", ""-  2 oignons"", ""-  3 échalotes"", ""-  3 gousses d'ail"", ""-  1 bouquet garni (thym, laurier, persil, céleri)"", ""-  1/2 bouteille de côtes"", ""- du"", ""- rhône ou de gamay"", ""-  150 g de beurre"", ""-  1 cuil. à soupe de concentré de tomate"", ""-  2 grosses cuil. à soupe de farine"", ""-  Sel, poivre""]","[""Versez le vin rouge dans une casserole. Ajoutez 1 verre d'eau, les carottes coupées en rondelles, 1 oignon, 1 échalote, l'ail écrasé, le bouquet garni, le concentré de tomate, du sel et du poivre."", ""Portez à ébullition sur feu vif, puis laissez cuire et réduire de moitié sur feu moyen (30 min). Filtrez et laissez refroidir."", ""Préchauffez le four à 200 C (th. 6). Beurrez généreusement un grand plat à four, de préférence en terre. Rangez-y les truites farinées et entourez-les de quartiers de tomates. Hachez les échalotes et l'oignon qui restent et parsemez-en les truites. Salez et poivrez. Versez la sauce au vin sur les truites."", ""Répartissez des petits flocons de beurre sur tout le plat. Enfournez à mi-hauteur et faites cuire de 15 à 20 min. Servez directement dans le plat de cuisson avec des crozets ou des pommes de terre.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/bb49d4b68734eee25c28a7d353594f6e7cc526a3.jpeg,816,4 pers.,00H40,00:20,""
922,Risotto du jardinier,"[""-  700 g de quasi de veau"", ""-  200 g de haricots verts"", ""-  2 petites courgettes"", ""-  100 g de petits pois surgelés"", ""-  100 g de petits oignons blancs frais ou surgelés"", ""-  1 poivron"", ""-  2 tomates"", ""-  1/2 cuil. à café de fenouil en grains"", ""-  60 g de gruyère râpé"", ""-  250 g de riz à grains ronds"", ""-  1 l de bouillon de légumes"", ""-  2 cuil. à soupe d'huile d'olive"", ""-  Sel, poivre du moulin""]","[""Coupez le veau en petits dés. Effilez les haricots verts, coupez-les en petits tronçons. Coupez la courgette en dés sans la peler. Pelez les tomates, épépinez-les ainsi que le poivron et coupez-les en petits morceaux."", ""Portez à ébullition le bouillon de légumes contenant le fenouil, puis maintenez-le à petits frémissements pour le garder chaud."", ""Dans une cocotte à fond épais, faites chauffez l'huile à feu moyen. Ajoutez le veau et les oignons et faites-les revenir 5 min en remuant. Ajoutez le riz et tournez-le pour enrober les grains d'huile, puis ajoutez les tomates et le poivron et remuez."", ""Versez une petite louche de bouillon et laissez cuire à petits frémissements en remuant plusieurs fois jusqu'à ce que tout le bouillon soit absorbé par le riz. Poursuivez de même en versant le bouillon louche après louche. Lorsque la moitié du bouillon est absorbée par le riz, ajoutez le reste des légumes."", ""Incorporez le gruyère au risotto hors du feu. Poivrez, rectifiez au besoin l'assaisonnement en sel.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/42958a45ebd8b8763f2a1c71c6a9a7d4917f5ee5.jpeg,828,-,-,-,"Une viande savoureuse par sa cuisson, à la texture ferme, aux saveurs anisées et suaves, accompagnée par un riz moelleux à souhait."
1220,Bouillabaisse,"[""-  2,5 kg de poissons de roche (rascasse, lotte, rouget"", ""- grondin, saint"", ""- pierre, morceaux de congre, merlan, vive)"", ""-  10 crabes étrilles"", ""-  1 blanc de poireau"", ""-  4 tomates"", ""-  2 oignons"", ""-  4 gousses d'ail"", ""-  1 petite branche de fenouil"", ""-  1 lanière d'écorce d'orange séchée"", ""-  Quelques filaments de safran"", ""-  1 feuille de laurier"", ""-  10 tranches de pain rassis"", ""-  5 cl d'huile d'olive"", ""-  Sel, poivre du moulin""]","[""Lavez les poissons. Pelez l'ail. Épluchez et coupez les oignons en lamelles. Pelez, épépinez les tomates, puis hachez-les. Fendez et lavez le poireau."", ""Mettez dans un grand faitout les oignons, le poireau, les gousses d'ail, les tomates, le fenouil, le laurier, l'écorce d'orange, le safran, quelques grains de poivre et l'huile. Salez. Ajoutez la rascasse, les morceaux de congre, la lotte et les étrilles."", ""Couvrez et secouez quelques instants à feu vif. Versez 3 litres d'eau bouillante et portez à ébullition. Laissez bouillir pendant 5 min avant d'ajouter les autres poissons. Poursuivez la Cuisson 8 à 10 min. Rectifiez l'assaisonnement si nécessaire."", ""Disposez les poissons dans un plat. Versez le bouillon dans une soupière contenant les tranches de pain. Servez sans attendre. Vous pouvez éventuellement accompagner de rouille.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/aa73e2b738e5651ba719731b19714ebce522319b.jpeg,816,10 pers.,01H15,-,"Dans ce plat traditionnel à forte personnalité, les saveurs iodées se mêlent selon la diversité des poissons et la proportion de rouille utilisée. Le vin doit être dans tous les cas à la hauteur du plat : sec, expressif, corsé, rond, voire chaleureux, sachant faire front aux saveurs du poisson, du bouillon et des sauces de caratère (rouille, aïoli) qui accompagnent traditionnellement ce mets de goût. Blanc ou rosé, les deux couleurs seront à la fête, et l'on privilégiera ici l'accord régional et les"
1221,Gigot d'agneau en méchoui,"[""-  1 gigot d'agneau de 3 kg environ"", ""-  150 g de beurre"", ""-  1 cuil. à café de cumin"", ""-  1 cuil. à café de paprika doux"", ""-  1 cuil. à café de coriandre en poudre"", ""-  Sel, poivre""]","[""Préparez le feu au moins 1 heure à l'avance pour avoir suffisamment de braises quand vous débuterez la cuisson du gigot."", ""Dans une casserole, faites fondre le beurre à feu doux, puis versez-le dans un bol. Ajoutez le cumin, le paprika, la coriandre, le sel et le poivre."", ""Embrochez le gigot et badigeonnez-le copieusement de cette préparation à l'aide d'un pinceau."", ""Commencez la cuisson en badigeonnant de temps en temps le gigot. Faites cuire lentement, pendant 2 h, sans cesser de tourner la broche."", ""Découpez le gigot du haut vers le bas, en le tenant par l'os. Coupez parallèlement au morceau de viande.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/303449de1b0ef5b10d6503cec9d5464f28090ae5.jpeg,825,10 pers.,00H10,02:00,Un cuisson lente qui offre des variantes de texture : du croustillant caramélisé en extérieur du gigot au gras de coeur. Un plat très à l'aise en compagnie des tanins d'un vin rouge qui répondent au gras de la viande. On évitera néanmoins les subtilités des grands crus et on privilégiera les millésimes ou les régions très ensoleillées. Tous les vins rouges possédant une bonne structure tannique et une certaine jeunesse ou vigueur. Evitez la Bourgogne et le Centre Loire issus du cépage pinot noir dont les tanins fins se valorisent mieux sur d'autres mets.
